FH_CORTE|FH_INFORMACION|NU_CTO|NU_CTE|CD_BANCO|CD_SUCURSAL|TP_CUENTA_CHEQUES|NU_CTA|CD_TARJETA|NU_BIN_TARJETA|NU_TARJETA|TP_TARJETA|CD_OFICINA_GESTORA|CD_SUBPRODUCTO|CD_VENCIMIENTO_TDC|CD_BANCO_CONTRATO|CD_OFICINA_CONTRATO|TP_CONTRATO|NU_CONTRATO|NU_CAJERO|NU_AFILIACION|CD_TERMINAL_OPERACION|CD_GIRO|CD_ADQUIRENTE|CD_OFICINA_CAJERO|TP_MENSAJE|CD_OPERACION|TP_CUENTA|TP_CUENTA_DESTINO|NU_REF_EGLOBAL|CD_RETORNO|CD_RAZON_RET|NU_OPERACION|FH_OPERACION|HM_HORA|IM_TRANSACCION|CD_MONEDA|IM_TRANSACCION_ORIGINAL|CD_MONEDA_ORIGINAL|IM_COMISION_TP_CAMBIO|IM_COMISION|FH_CONTABLE|NU_OPERACION_ORIGINAL|FH_OPERACION_ORIGINAL|HM_HORA_OPE_ORIGINAL|NU_TERMINAL_ORIGEN|CD_BANCO_ORIGEN|ST_OPERACION_4B|ST_OPER_EXTRANJERO|CD_RESOLUTOR_OPERACION|NU_REFER_AUTRZCN|NU_MOVIMIENTO|CD_CANAL|ST_CTRL_AUTORIZACION|ST_OP_APROB_TJ_BAJA|ST_SITUA_AUTORIZACION|ST_RESOLUCION_FINAL|TP_TAJETA_PA|TP_INDICADOR_OPERACION|ST_TP_DOMILICIACION|CD_PAIS_LETRA|NU_REMESA|CD_ID_ADQUIRIENTE|NB_COMERCIO|HR_REGISTRO_SISTEMA|TP_CTA_SEL_ORIGEN|TP_CTA_SEL_DESTINO|TP_POS_ENTRY_MODE1|TP_POS_ENTRY_MODE2|TP_CAVV|TP_LIBRE_5|TP_ECI|TP_CVV2|TP_RESPUESTA_CVV2|ST_EMV_TERM_CAPABILITY|IM_SALDO|IM_LIMITE|FH_ALTA_TARJETA|ST_RESTRICION_TARJETA|CD_POSTAL_COMERCIO|CD_PAIS|NB_ESTADO_CORTO|CD_DECISION_FALCON|NU_VERSION_TPV|NU_BLOCK_TPV|NU_OPERACION_RED6000|NB_DESCRIPCION|IX_CROSS_BORDER|FH_CARGA|TP_CARGO|NB_OPERACION|IX_REVERSO|IM_MONEDA_ORIGEN|IM_CAMBIO_MON_ORIG|IM_CAMBIO_MON_DIVI|FH_TIPO_CAMBIO|CD_DIVISA_TXN|IM_PTOS_ANTES_COMP|CT_PTOS_ANTES_COMP|IM_PESOS_PUNTOS|NU_PUNTOS_REDIMIDO|CD_CANAL_VNET|CD_POS_MODO_ENTRAD|CD_VALIDA_CVV3|CD_VALIDA_LYNX|CD_CAMP_ACTI_GARAN|CD_PTOS_OTOR_GARAN|CD_AVISOS_GARANTIA|CD_REFERENCIA_CAMP|CD_ASOCIACIO_TARJ|CD_TERMINAL_ADQU|CD_AUTORIZA_PENDIE|CD_LOCALIZA_TERMIN|CD_PRES_TARJHABIEN|CD_PRESENC_TARJETA|CD_CAPTURA_TARJETA|CD_STATUS|CD_SEGU_NIVEL_ADQ|CD_SCORE_EMISOR|CD_SCORE_ADQUIRENT|CD_CTA_COMPROMETID|CD_EVENTO_COMPROME|CD_PAN|CD_CTA_ABONO|CD_PAGO_ASIG_TERM|PC_PAGO|CD_SEGU_COMER_ELEC|CD_VERIFIC_TARJETA|CD_DIFERIMIENTO|CD_PARCILIZACION|TP_PLAN|TP_MULTIPAG_RECIBI|CD_CONVENIO|CD_REFERENCIA|NB_RAZON_SOCI_CONV|CD_GUIA_CIE_UDIS|CD_FOLIO_SUCURSAL|CD_REQ_REVERSO|CD_CONTA_TRANSACCI|CD_PAIS_TERMINAL|CD_MONEDA_EXT|FH_POSTEADA_ADQ|CD_TXN_FINANCIERA|TP_TERMINAL_EMV|CD_ENTRAD_PTO_SERV|CD_CAPACIDAD_TERMI|CD_TARJ_MISMO_PAN|CD_TXN_AUTOR_LINEA|CD_RESP_EMISOR|NB_AUTENT_EMISOR|FH_OPERACION_HORA|FH_TARJETA_ALTA|FH_TARJETA_SITUA|ST_FRAUDE|CD_CLIENTE|CD_SUCURSAL_CTO|CD_SUCURSAL_CTA|CD_RETENCION|ST_TARJETA|CD_CHIP
01/01/2017|12/01/2017|58|58|74|3883|12|58|4772130000000058|477213|58|TDC|3883|AV|AAMM|74|3883|73|61479132||7182312|7895676|5812|B044||1100|0|30|0|811765|0|0|81626079|11/01/2017|103522|656|MXP|656|MXP|0|0|11/01/2017|0|11/01/2017|0|5676|GLOB|N|N|OBBV|961370|483|TPV|N|||30|P|A|P|MX||10034567901|LA PARROQUIA COST          A8|11/01/2017 10:35|3||0|5||3|0|||8|6858.78|55800|12/11/2015|4|94294|MX|0||0|0|110|57|0|12/01/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||3||||17A11K||0|0|0|0|0|1|0|2|||||||||0||0|0|0||0|||0||0|015C|484|484|11/01/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||49884446|3883|3883|||SI
01/12/2016|08/12/2016|49|49|74|1261|11|49|4152310000000049|415231|49||1261|VD|AAMM|74|5224|44|66788256||3788247|3450012|5411|RCMP||1200|0|20|0|625984|0|0|1001132|07/12/2016|102738|195.8|MXP|195.8|MXP|0|0|07/12/2016|0|07/12/2016|0|12|GLOB|N|N|OBBV|895951|31|TPV|N|||20|P|D|N|MX||7|MEGA NUEVO VALLAR          A8|07/12/2016 10:31|1||0|5||4|0|||8|83729.3|0|15/06/2016|1|63732|MX|0||0|0|110||0|08/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/03/2017|22/03/2017|76|76|74|1227|1|76|4152310000000076|415231|76||1227|VD|AAMM|74|1227|66|89271603|C649|507610000|||74|1227|1200|1|20|0|0|0|0|2047|21/03/2017|143615|3000|MXP|3000|MXP|0|0|21/03/2017||21/03/2017|143615|C649|74|N|N|OBBV|85406|135|CAJE|N|||20|P|D|N|MX|||507610000|21/03/2017 14:36|1||0|5||||||5|27984.51|0|29/08/2016|1|||||0|0|99|1|0|22/03/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|1|||0||0|0|0||0|||0||0|22|484|484|21/03/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||B7185546|1227|1227|||SI
01/01/2017|31/01/2017|62|62|74|3785|29|62|4152310000000062|415231|62||3785|VD|AAMM|74|3785|44|19494614||4520|124661|5621|VISA||1200|0|20|0|581749|0|0|922760878|29/01/2017|163005|1040.55|MXP|1040.55|MXP|0|0|30/01/2017|0|29/01/2017|0|4661|GLOB|N|N|OBBV|316903|483|TPV|N|||20|P|D|N|US||479262|VICTORIA'S SECRET          A5|29/01/2017 16:29|1||0|5||1|0|||5|8201.58|0|03/12/2013|1|10012389&|US|||0|0|110||1|31/01/2017|PRESENTE|Compra||0|0|52102120|01/01/0001||0|0|0|0||||11||||17A29Q||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|021D|840|840|29/01/2017|0|0|51|5|1|1508|||0001-01-01|0001-01-01|0001-01-01||B1219350|3785|3785|||SI
01/12/2016|28/12/2016|||||||0|0||||SM|AAMM|||||6974|69740000|||74|5484|1300|1|0|16|0|0|0|6853|27/12/2016|102105|125||0|MXP|0|0|27/12/2016||27/12/2016|102105|6974|74|N|N|OBBV|83832|0|KIOS|||||P|D|||||7.42227E+017|27/12/2016 10:21|1||0|1|||||||0|0|01/01/0001|||||K|0|1|99|4|0|28/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/01/2017|20/01/2017|||||||0|0||||SM||||||896|8960000|||74|5018|1300|1|0|3|0|0|0|39|19/01/2017|102624|125||0|MXP|0|0|19/01/2017||19/01/2017|102624|K896|74|N|N|OBBV|54501|0|KIOS|||||P|D|||||100V15163S031751C00C|19/01/2017 10:26|1||0|1|||||||0|0|01/01/0001|||||K|0|1|99|4|0|20/01/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||901|2|||||0001-01-01|0001-01-01|0001-01-01|||||||
01/01/2017|20/01/2017|||||4|98|0|0|0|||||||||D495|544210000|||74|4786|1300|75|0|54|0|0|0|9620|19/01/2017|102523|599||600|MXP|0|0|19/01/2017||19/01/2017|102523|D495|74|N|N|OBBV|50853|0|KIOS|||||P|D|||||22243189348         0035241|19/01/2017 10:25|1||0|1|||||||0|0|01/01/0001|||||K|0|1|99|1596056  4|0|20/01/2017||Pago servicio - ALMA||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||35241000|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01|||||||
01/12/2016|28/12/2016|35|35|74|531|29|35|4152310000000035|415231|35||531|VD|AAMM|74|531|44|30014188||7229842|P0076252|5712|B072||1200|0|20|0|749466|0|0|326|27/12/2016|161121|500|MXP|500|MXP|0|0|27/12/2016|0|27/12/2016|0|6252|GLOB|N|N|OBBV|804673|53|TPV|N|||20|P|D|N|MX||10034567901|MUEBL RUSTICOS LA          A5|27/12/2016 16:11|1||0|5||3|0|||5|3197.97|0|01/04/2013|1|71230|MX|20||0|0|110||0|28/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|29/12/2016|56|56|74|3697|28|56|5546290000000056|554629|56|TDC|3720|UM|AAMM|74|3697|74|25294518||7716166|7673|4814|B127||1100|0|30|0|296569|0|0|228190845|28/12/2016|190845|1977|MXP|1977|MXP|0|0|28/12/2016|0|28/12/2016|0|7673|GLOB|N|N|OBBV|619457|144|TPV|N|||30|P|A|P|MX||10034567901|TOTALPLAY MTP              C6|28/12/2016 19:08|3||0|1|0|9|7|||6|17415.46|37300|21/03/2014|1||MX|0||0|1|0|57|0|29/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/01/2017|04/01/2017|82|82|74|5419|12|82|4152310000000082|415231|82||5419|VD|AAMM|74|4607|44|79384943|5944|59440000|||74|4607|1200|1|20|0|0|0|0|3247|03/01/2017|131910|8000|MXP|8000|MXP|0|0|03/01/2017||03/01/2017|131910|5944|74|N|N|OBBV|807031|1723|CAJE|N|||20|P|D|N|MX|||59440000|03/01/2017 13:19|2||0|5||||||5|1537|0|23/07/2015|1|||||0|0|99|1|0|04/01/2017|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/04/2017|11/04/2017|77|77|74|3734|11|77|4152310000000077|415231|77||511|VD|AAMM|74|511|44|97193570|A570|423520000|||74|4676|1200|1|20|0|0|0|0|6501|10/04/2017|71149|2500|MXP|2500|MXP|0|0|10/04/2017||10/04/2017|71149|A570|74|N|N|OBBV|24348|2537|CAJE|N|||20|P|D|N|MX|||423520000|10/04/2017 07:11|2||0|5||||||5|11595.15|0|14/09/2012|1|||||0|0|99|1|0|11/04/2017||DIS TJ DB CAJERO ONLINE(FINAN)||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|025B|484|484|10/04/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||25312021|511|3734|||SI
01/12/2016|24/12/2016|2|2|||||4152310000000002|415231|2||||AAMM|||||A273|415870000|||74|34|1200|30|0|99|0|0|0|6914|23/12/2016|64738|0||0|MXP|0|0|23/12/2016||23/12/2016|64738|A273|74|N|N|OBBV||0|CAJE|||||||||||A|23/12/2016 06:47|1||0|5||||||5|0|0|01/01/0001||||||0|0|0|1|0|24/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|09/12/2016|57|57|74|1092|11|57|4152310000000057|415231|57||1092|VD|AAMM|74|1092|44|80252206||4987500||4121|VISA||1200|0|20|0|34382|0|0|307511914|08/12/2016|13553|74.73|MXP|74.73|MXP|0|0|08/12/2016|0|08/12/2016|0||GLOB|N|N|OBBV|270448|100|TPV|N|||20|P|D|N|NL||498750|UBER MX DEC07 QOP          C1|08/12/2016 01:35|1||0|1|0|9|7|||1|2326.1|0|03/08/2016|1|0|NL|||0|1|0||1|09/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|14/12/2016|9|9|||||4772910000000009|477291|9|TDC|2200|AC|AAMM|74|2200|55|3365123||1040140|0|5651|RFEP||1100|0|30|0|177194|0|0|8655923|12/12/2016|121216|1196|MXP|1196|MXP|0|0|13/12/2016|0|12/12/2016|0|0|GLOB|N|N|OBBV|210264|100002261|TPV|N|||30|P|A|N|MX||7|H&M MX0013 GSERDA          A8|12/12/2016 12:12|3||0|5||4|0|||8|13809.51|419100|14/04/2016|4|72062|MX|0||0|0|110|57|0|14/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|02/12/2016|50|50|74|568|12|50|4152310000000050|415231|50||568|VD|AAMM|74|568|44|74341308|3877|38770000|||74|5027|1200|1|20|0|0|0|0|8523|01/12/2016|145723|5000|MXP|5000|MXP|0|0|01/12/2016||01/12/2016|145723|3877|74|N|N|OBBV|21795|1835|CAJE|N|||20|P|D|N|MX|||38770000|01/12/2016 14:57|2||0|5||||||5|12921.35|0|17/06/2015|1|||||0|0|99|1|0|02/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/03/2017|31/03/2017|93|93|74|5609|28|93|4152310000000093|415231|93||5609|VD|AAMM|74|5609|44|37176537||7393899|14935210846|4899|B072||1200|0|20|0|257174|1|51|188592760|30/03/2017|154749|159|MXP|159|MXP|0|0|30/03/2017|0|30/03/2017|0|5210|GLOB|N|N|OBBV||0|TPV|N|||20|P|D|N|MX||10034567901|NETFLIX                    C2|30/03/2017 15:47|1||0|1||2|7|||2|137.21|0|01/01/0001|1|3800|MX|0||0|1|0||0|31/03/2017|CR|Compra||0|0|0|01/01/0001||0|0|0|0||||2||||||0|0|0|4|1|0|0|0|||||||||70||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||B3652025|5609|5609|||SI
01/03/2017|28/03/2017|72|72|74|5870|11|72|4772130000000072|477213|72|TDC|2200|AV|AAMM|74|2200|55|8423415||4023575|33031601|5311|C001||1120|18|30|0|304394|0|0|421009369|24/03/2017|213322|607.04|MXP|607.04|MXP|0|0|27/03/2017|0|24/03/2017|0|1601|GLOB|N|N|GLOB|224608|100002564|TPV|N||||P|A|N|MX||12|BENAVI 330316 P A          A8|24/03/2017 21:42|3||0|5||4|0|||8|8825.18|66800|01/01/0001||89605|MX|TM||0|1|0||0|28/03/2017|PRESENTE|Compra puntos||0|0|0|01/01/0001||0|0|0|0||||4||||||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01|||||||
01/01/2017|17/01/2017|46|46|74|5206|11|46|4152310000000046|415231|46||5206|VD|AAMM|74|5206|44|31624859|C409|501850000|||74|533|1200|1|20|0|0|0|0|2549|16/01/2017|142217|5000|MXP|5000|MXP|0|0|16/01/2017||16/01/2017|142217|C409|74|N|N|OBBV|346804|73|CAJE|N|||20|P|D|N|MX|||501850000|16/01/2017 14:22|2||0|5||||||5|472133.26|0|08/02/2016|1|||||0|0|99|1|0|17/01/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|76|484|484|16/01/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||B6118302|5206|5206|||SI
01/12/2016|22/12/2016|91|91|||||4152310000000091|415231|91||||AAMM|||||A404|419880000|||74|857|1200|30|0|66|0|0|0|994|21/12/2016|135413|0||0|MXP|0|0|21/12/2016||21/12/2016|135413|A404|74|N|N|OBBV||0|CAJE|||||||||||R|21/12/2016 13:54|1||0|5||||||5|0|0|01/01/0001||||||0|0|0|1|0|22/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/02/2017|18/02/2017|11|11|74|3934|15|11|4152310000000011|415231|11||3934|VD|AAMM|74|3934|44|15086366|9141|91410000|||74|3934|1200|1|20|0|0|1|44|6011|17/02/2017|124951|8500|MXP|8500|MXP|0|0|17/02/2017||17/02/2017|124951|9141|74|N|N|OBBV||0|CAJE|N||||P|D|N|MX|||91410000|17/02/2017 12:49|1||0|5||||||5|8000|0|01/01/0001|1|||||0|0|99|1|0|18/02/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0|15|0|||0||0|6|484|484|17/02/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||25995109|3934|3934|||SI
01/12/2016|27/12/2016|||220E|C6B2|16|96|4913440000000096|491344|96||||AAMM|221||||9470|94700000|MM9470||74|669|1200|1|20|0|8080|0|40|8080|24/12/2016|184037|2000|MXP|2000|MXP|0|0|26/12/2016|0|24/12/2016|0|9470|74|N|N|GLOB|264046|0|CAJE||||P|A|A||MX||12|94700000|24/12/2016 18:40|3||0|5||||||5|12070.43|0|01/01/0001|||MX|VE||0|0|0|1|0|27/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|20/12/2016|75|75|74|562|28|75|4152310000000075|415231|75|||VD|AAMM|74|562|56|23010352|3159|31590000|||74|3519|1200|30|20|31|0|1|23|8024|19/12/2016|103134|0||0|MXP|0|0|19/12/2016||19/12/2016|103134|3159|74|N|N|||0|CAJE|N||||P|D||MX|||31590000|19/12/2016 10:31|1||0|5||||||5|0|0|01/01/0001||||||0|1|0|1|0|20/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/01/2017|10/01/2017|64|64|74|137|26|64|4152310000000064|415231|64||137|VD|AAMM|74|137|44|24309862|2527|25270000|||74|1292|1200|1|20|0|0|0|0|9856|08/01/2017|183442|2000|MXP|2000|MXP|0|0|09/01/2017||08/01/2017|183442|2527|74|N|N|OBBV|838919|502|CAJE|N|||20|P|D|N|MX|||25270000|08/01/2017 18:34|1||0|5||||||5|5457.95|0|23/10/2014|1|||||0|0|99|1|0|10/01/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|009D|484|484|08/01/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01|||||||
01/11/2016|23/11/2016|33|33|74|5856|11|33|4152310000000033|415231|33||5856|VD|AAMM|74|5856|44|59507916|4011|40110000|||74|5856|1200|10|20|98|0|1|44|979|22/11/2016|172643|9000|MXP|9000|MXP|0|0|22/11/2016||22/11/2016|172643|4011|74|N|N|OBBV||0|CAJE|N||||P|D|N|MX|||40110000|22/11/2016 17:26|1||9|0|||||||7500|0|01/01/0001|1|||||0|1|99|1|0|23/11/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/02/2017|14/02/2017|40|40|74|5270|29|40|4772130000000040|477213|40|TDC|5270|AV|AAMM|74|5270|73|46372085||7968953|P1010956|5541|P003||1100|0|30|0|579423|0|0|630|11/02/2017|233022|300|MXP|300|MXP|0|0|13/02/2017|0|01/01/0001|0|956|GLOB|N|N|DBBV|927129|178|TPV|N|||30|P|A|P|MX||10034567901|GAS SERV KORIAN            A5|11/02/2017 23:30|3||0|5||3|0|||5|25496.93|75000|06/03/2014|1|34217|MX|10||0|0|0||0|14/02/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||3||||17B11X||0|0|0|0|0|0|0|2|||||||||0||0|0|0||0|||0||0|00F1|484|484|11/02/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01|||||||
01/04/2017|07/04/2017|55|55|74|5545|12|55|4152310000000055|415231|55||5545|VD|AAMM|74|5544|44|32395139|1127|11270000|||74|5540|1200|1|20|0|0|0|0|940|06/04/2017|155238|3100|MXP|3100|MXP|0|0|06/04/2017||06/04/2017|155238|1127|74|N|N|OBBV|966818|5117|CAJE|N|||20|P|D|N|MX|||11270000|06/04/2017 15:52|2||0|5||||||5|113279.71|0|23/01/2017|1|||||0|0|99|1|0|07/04/2017||DIS TJ DB CAJERO ONLINE(FINAN)||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|00A4|484|484|06/04/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||35890029|5544|5545|||SI
01/12/2016|29/12/2016|31|31|74|5882|14|31|4152310000000031|415231|31||5882|VD|AAMM|74|5882|56|28498841||4520698|50FOQ001|5499|C001||1200|0|20|99|652579|0|0|909796296|28/12/2016|12555|35|MXP|35|MXP|0|0|28/12/2016|0|28/12/2016|0|Q001|GLOB|N|N|OBBV|423811|31|TPV|N|||20|P|D|N|MX||12|OXXO EL CALVARIO           A8|28/12/2016 01:26|1||0|5||0|0|||8|63.99|0|06/08/2015|1|90250|MX|TL||0|0|110||0|29/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/02/2017|21/02/2017|19|19|74|4455|1|19|4152310000000019|415231|19||4455|VD|AAMM|74|4455|44|51128347||7542164|P0511664|5814|B058||1200|0|20|0|394687|0|0|764|19/02/2017|125654|224.64|MXP|224.64|MXP|0|0|20/02/2017|0|19/02/2017|0|1664|GLOB|N|N|OBBV|510536|36|TPV|N|||20|P|D|N|MX||10034567901|MAR TORTAS Y HAMB          A5|19/02/2017 12:56|1||0|5||3|0|||5|1753.26|0|13/04/2016|1|31064|MX|0||0|0|110||0|21/02/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||3||||17B19M||0|0|0|0|0|0|0|2|||||||||0||0|0|0||0|||0||0|57|484|484|19/02/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||B5895129|4455|4455|||SI
01/04/2017|08/04/2017|27|27|||||4152310000000027|415231|27||||AAMM|||||924|9240000|||74|6062|1200|30|0|99|0|0|0|3604|06/04/2017|222405|0||0|MXP|0|0|07/04/2017||06/04/2017|222405|K924|74|N|N|OBBV||0|CAJE|||||||||||E|06/04/2017 22:24|1||0|5||||||5|0|0|01/01/0001||||||0|0|0|1|0|08/04/2017||CONSULTA DE BENEFICIOS PRESTAM||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||95840213|760|760|||SI
01/02/2017|21/02/2017|69|69|74|5419|27|69|4152310000000069|415231|69||5419|VD|AAMM|74|5419|44|29653490||8018911|7911783|5422|B044||1200|0|20|0|422646|1|51|21602979|19/02/2017|85824|44.52|MXP|44.52|MXP|0|0|20/02/2017|0|19/02/2017|0|1783|GLOB|N|N|OBBV||0|TPV|N|||20|P|D|N|MX||10034567901|ABARROTES VICMAR           A8|19/02/2017 09:58|1||0|5||3|0|||8|40.48|0|01/01/0001|1|33016|MX|0||0|0|110||0|21/02/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||3||||||0|0|0|0|0|1|0|2|||||||||0||0|0|0||0|||0||0|02AD|484|484|19/02/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||5768943|5419|5419|||SI
01/04/2017|12/04/2017|4|4|74|5954|11|4|4152310000000004|415231|4||311|VD|AAMM|74|311|44|29663074|E917|596710000|||74|6062|1200|1|20|0|0|0|0|6968|11/04/2017|94532|1500|MXP|1500|MXP|0|0|11/04/2017||11/04/2017|94532|E917|74|N|N|OBBV|27957|3923|CAJE|N|||20|P|D|N|MX|||596710000|11/04/2017 09:45|2||0|5||||||5|222080.32|0|16/01/2017|1||||R|0|0|99|3|0|12/04/2017||DIS TJ DB CAJERO ONLINE(FINAN)||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|001F|484|484|11/04/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||21483480|311|5954|||SI
01/04/2017|04/04/2017|||||||1111110000000097|111111|97||||AAMM||||||4647590|320001|5912|C001||1200|92|0|0|410350|0|0|224702244|02/04/2017|224009|0|MXP|0|MXP|0|0|03/04/2017|0|02/04/2017|0|1|GLOB|N|N|OBBV||0|TPV|||||P|D||MX||12|C8|02/04/2017 22:45|||0|1||4|0|||8|0|0|01/01/0001||20000|MX|AG||0|0|99||0|04/04/2017|DIGITADA|INICIALIZACION LLAVES PINPAD||0|0|0|01/01/0001||0|0|0|0||||4|N|||||0|0|0|0|1|0|0|0|||||||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01|||||||
01/04/2017|21/04/2017||53|74|3737|14|53|4772130000000053|477213|53|TDC|4678|AV|AAMM|74|4678|73|7135055||4987500||4121|VISA||1100|0|30|0|257976|0|0|100526425|20/04/2017|190421|82.53|MXP|82.53|MXP|0|0|20/04/2017|0|20/04/2017|0||GLOB|N|N|OBBV|160786|18|TPV|N|||30|P|A|P|NL||498750|UBER APR20 QOIUE           C1|20/04/2017 19:03|3||0|1||1|0|||1|16214.71|68600|13/02/2017|1|0|NL|||0|1|0|109|1|21/04/2017|CR|COMPRA CREDITO ONLINE(AUTOR)||0|0|61000000|01/01/0001||0|0|0|0||||11||||17D20T||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||97953493|4678|3737|||SI
01/01/2017|19/01/2017|73|73|74|5193|1|73|4152310000000073|415231|73||5193|VD|AAMM|74|5193|66|71559349||6665053|19920091|5411|C001||1200|0|20|0|210531|0|0|900070076|18/01/2017|182216|153.1|MXP|153.1|MXP|0|0|18/01/2017|0|18/01/2017|0|91|GLOB|N|N|OBBV|453598|694|TPV|N|||20|P|D|N|MX||12|BOD AUR EXP COLIN          A8|18/01/2017 18:22|1||0|5||4|0|||8|5412.75|0|22/03/2013|1|67269|MX|NL||0|0|110||0|19/01/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||4|N|||17A18S||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|03FB|484|484|18/01/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||65770124|5193|5193|||SI
01/12/2016|02/01/2017|42|42|74|5256|15|42|4152310000000042|415231|42||5256|VD|AAMM|74|701|44|443764||4594198|0050BIY1|5499|C001||1200|0|20|99|631150|0|0|911368129|29/12/2016|93843|11|MXP|11|MXP|0|0|29/12/2016|0|29/12/2016|0|BIY1|GLOB|N|N|OBBV|884127|1|TPV|N||T|20|P|D|N|MX||12|OXXO EJID LO ARAD          A8|29/12/2016 09:38|1||0|5||0|0|||8|945.34|0|11/10/2016|1|87560|MX|TM||0|0|0||0|02/01/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||4|N|||16L29J||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|2|484|484|29/12/2016|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||K3423042|701|5256|||SI
01/01/2017|05/01/2017|25|25|74|5052|11|25|4152310000000025|415231|25||5052|VD|AAMM|74|5052|44|53492151||4029169|0050GMJ1|5499|C001||1200|28|20|0|711858|0|0|921266272|04/01/2017|104953|2000|MXP|2000|MXP|0|0|04/01/2017|0|04/01/2017|0|GMJ1|GLOB|N|N|OBBV|767600|0|TPV|N||||P|D|N|MX||12|OXXOSAN ADRIAN MX          C6|04/01/2017 12:49|1||0|1||4|0||||511.46|0|20/04/2016|1|21259|MX|BN||0|1|0||0|05/01/2017|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
