FH_CORTE|FH_INFORMACION|NU_CTO|NU_CTE|CD_BANCO|CD_SUCURSAL|TP_CUENTA_CHEQUES|NU_CTA|CD_TARJETA|NU_BIN_TARJETA|NU_TARJETA|TP_TARJETA|CD_OFICINA_GESTORA|CD_SUBPRODUCTO|CD_VENCIMIENTO_TDC|CD_BANCO_CONTRATO|CD_OFICINA_CONTRATO|TP_CONTRATO|NU_CONTRATO|NU_CAJERO|NU_AFILIACION|CD_TERMINAL_OPERACION|CD_GIRO|CD_ADQUIRENTE|CD_OFICINA_CAJERO|TP_MENSAJE|CD_OPERACION|TP_CUENTA|TP_CUENTA_DESTINO|NU_REF_EGLOBAL|CD_RETORNO|CD_RAZON_RET|NU_OPERACION|FH_OPERACION|HM_HORA|IM_TRANSACCION|CD_MONEDA|IM_TRANSACCION_ORIGINAL|CD_MONEDA_ORIGINAL|IM_COMISION_TP_CAMBIO|IM_COMISION|FH_CONTABLE|NU_OPERACION_ORIGINAL|FH_OPERACION_ORIGINAL|HM_HORA_OPE_ORIGINAL|NU_TERMINAL_ORIGEN|CD_BANCO_ORIGEN|ST_OPERACION_4B|ST_OPER_EXTRANJERO|CD_RESOLUTOR_OPERACION|NU_REFER_AUTRZCN|NU_MOVIMIENTO|CD_CANAL|ST_CTRL_AUTORIZACION|ST_OP_APROB_TJ_BAJA|ST_SITUA_AUTORIZACION|ST_RESOLUCION_FINAL|TP_TAJETA_PA|TP_INDICADOR_OPERACION|ST_TP_DOMILICIACION|CD_PAIS_LETRA|NU_REMESA|CD_ID_ADQUIRIENTE|NB_COMERCIO|HR_REGISTRO_SISTEMA|TP_CTA_SEL_ORIGEN|TP_CTA_SEL_DESTINO|TP_POS_ENTRY_MODE1|TP_POS_ENTRY_MODE2|TP_CAVV|TP_LIBRE_5|TP_ECI|TP_CVV2|TP_RESPUESTA_CVV2|ST_EMV_TERM_CAPABILITY|IM_SALDO|IM_LIMITE|FH_ALTA_TARJETA|ST_RESTRICION_TARJETA|CD_POSTAL_COMERCIO|CD_PAIS|NB_ESTADO_CORTO|CD_DECISION_FALCON|NU_VERSION_TPV|NU_BLOCK_TPV|NU_OPERACION_RED6000|NB_DESCRIPCION|IX_CROSS_BORDER|FH_CARGA|TP_CARGO|NB_OPERACION|IX_REVERSO|IM_MONEDA_ORIGEN|IM_CAMBIO_MON_ORIG|IM_CAMBIO_MON_DIVI|FH_TIPO_CAMBIO|CD_DIVISA_TXN|IM_PTOS_ANTES_COMP|CT_PTOS_ANTES_COMP|IM_PESOS_PUNTOS|NU_PUNTOS_REDIMIDO|CD_CANAL_VNET|CD_POS_MODO_ENTRAD|CD_VALIDA_CVV3|CD_VALIDA_LYNX|CD_CAMP_ACTI_GARAN|CD_PTOS_OTOR_GARAN|CD_AVISOS_GARANTIA|CD_REFERENCIA_CAMP|CD_ASOCIACIO_TARJ|CD_TERMINAL_ADQU|CD_AUTORIZA_PENDIE|CD_LOCALIZA_TERMIN|CD_PRES_TARJHABIEN|CD_PRESENC_TARJETA|CD_CAPTURA_TARJETA|CD_STATUS|CD_SEGU_NIVEL_ADQ|CD_SCORE_EMISOR|CD_SCORE_ADQUIRENT|CD_CTA_COMPROMETID|CD_EVENTO_COMPROME|CD_PAN|CD_CTA_ABONO|CD_PAGO_ASIG_TERM|PC_PAGO|CD_SEGU_COMER_ELEC|CD_VERIFIC_TARJETA|CD_DIFERIMIENTO|CD_PARCILIZACION|TP_PLAN|TP_MULTIPAG_RECIBI|CD_CONVENIO|CD_REFERENCIA|NB_RAZON_SOCI_CONV|CD_GUIA_CIE_UDIS|CD_FOLIO_SUCURSAL|CD_REQ_REVERSO|CD_CONTA_TRANSACCI|CD_PAIS_TERMINAL|CD_MONEDA_EXT|FH_POSTEADA_ADQ|CD_TXN_FINANCIERA|TP_TERMINAL_EMV|CD_ENTRAD_PTO_SERV|CD_CAPACIDAD_TERMI|CD_TARJ_MISMO_PAN|CD_TXN_AUTOR_LINEA|CD_RESP_EMISOR|NB_AUTENT_EMISOR|FH_OPERACION_HORA|FH_TARJETA_ALTA|FH_TARJETA_SITUA|ST_FRAUDE|CD_CLIENTE|CD_SUCURSAL_CTO|CD_SUCURSAL_CTA|CD_RETENCION|ST_TARJETA|CD_CHIP
01/04/2017|11/04/2017|3|3|74|3608|1|3|4152310000000003|415231|3||3608|VD|AAMM|74|3608|44|74322209||4012702|0050DGA1|5499|C001||1200|0|20|99|940089|0|0|85543115|08/04/2017|55541|65.5|MXP|65.5|MXP|0|0|10/04/2017|0|08/04/2017|0|DGA1|GLOB|N|N|OBBV|180000|136|TPV|N|||20|P|D|N|MX||12|OXXO NEZAHUALPILL          A8|08/04/2017 17:55|1||0|5||0|0|||8|7210.3|0|15/07/2016|1|4610|MX|DF||0|0|110||0|11/04/2017|PRESENTE|COMPRA DEBITO SIN FIRMA||0|0|0|01/01/0001||0|0|0|0||||4|N|||17D08F||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|115|484|484|08/04/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||A9588964|3608|3608|||SI
01/04/2017|18/04/2017|47|47|74|3448|11|47|4152310000000047|415231|47||105||AAMM|74|105|44|33956457|VNET|5760001|MMMBAN||74|172|1200|69|20|97|5760|0|0|576|17/04/2017|74918|50|MXP|50|MXP|0|0|17/04/2017|0|17/04/2017|0|MBAN|74|N|N|GLOB||0|VNET||||P|P|A||MX||12|0|17/04/2017 07:49|3||||||||||8983.18|0|01/01/0001|||MX|1||0|0|0|1|0|18/04/2017||VENTA PEGASO BMOVIL||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||20992642|105|3448|||SI
01/01/2017|18/01/2017|28|28|74|65|29|28|5546290000000028|554629|28|TDC|65|UM|AAMM|74|65|73|52640069||2579330|257933|4121|MAST||1100|0|30|0|22084|0|0|777779574|17/01/2017|91737|45.22|MXP|45.22|MXP|0|0|17/01/2017|0|17/01/2017|0|7933|GLOB|N|N|OBBV|967639|725|TPV|N|||30|P|A|P|NL||4688|UBER BV                    C6|17/01/2017 08:17|3||0|1||1|0|||6|171.63|39600|24/06/2014|1|1017 HL|NL|NLD||0|1|0|57|1|18/01/2017|CR|Compra||2.09|0|61000000|01/01/0001|840|0|0|0|0||||11||||17A17J||0|0|0|4|1|0|0|0|||||||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||A6814914|65|65|||SI
01/12/2016|20/12/2016|34|34|74|6549|11|34|4152310000000034|415231|34||6549|VD|AAMM|74|3613|44|61080953|5075|50750000|||74|5097|1200|1|20|0|0|0|0|1621|19/12/2016|55802|5000|MXP|5000|MXP|0|0|19/12/2016||19/12/2016|55802|5075|74|N|N|OBBV|495558|1786|CAJE|N|||20|P|D|N|MX|||50750000|19/12/2016 05:58|2||0|5||||||5|14886.41|0|15/04/2015|1|||||0|0|99|1|0|20/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/03/2017|07/03/2017|1|1|74|105|12|1|4152310000000001|415231|1||105|VD|AAMM|74|3595|44|87188848||1806140|82630273|5541|B072||1200|0|20|0|802436|0|0|495337750|05/03/2017|122837|150|MXP|150|MXP|0|0|06/03/2017|0|05/03/2017|0|273|GLOB|N|N|OBBV|590667|53|TPV|N|||20|P|D|N|MX||10034567901|SERV GASA                  A8|05/03/2017 12:28|1||0|5||3|0|||8|546.82|0|26/08/2016|1|66450|MX|0||0|0|110||0|07/03/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||3||||17C05M||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|00BC|484|484|05/03/2017|0|22|51|5|1|0|||0001-01-01|0001-01-01|0001-01-01||K3315262|3595|105|||SI
01/02/2017|08/02/2017|51|51|74|606|11|51|4101810000000051|410181|51|TDC|606|TP|AAMM|74|606|73|6724437||6594857|0050LHZ1|5499|C001||1100|28|30|0|64406|0|0|972059202|04/02/2017|135748|5000|MXP|5000|MXP|0|0|07/02/2017|0|04/02/2017|0|LHZ1|GLOB|N|N|OBBV|754097|0|TPV|N||||P|A|P|MX||12|OXXO LIENZO CHARR          C6|04/02/2017 15:57|3||0|1||4|0||||132985.15|134700|25/04/2014|2|22710|MX|BN||0|1|0||0|08/02/2017|DIGITADA|Pago TDC||0|0|0|01/01/0001||0|0|0|0||||4|N|||||0|0|0|0|1|0|0|0|||||||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||49081842|606|606|||SI
01/02/2017|08/02/2017|20|20|||||4152310000000020|415231|20||||AAMM|||||8373|83730000|||74|888|1200|30|0|99|0|0|0|7814|06/02/2017|113957|0||0|MXP|0|0|07/02/2017||06/02/2017|113957|8373|74|N|N|OBBV||0|CAJE|||||||||||E|06/02/2017 11:39|1||0|5||||||5|0|0|01/01/0001||||||0|0|0|1|0|08/02/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||33884001|888|888|||SI
01/12/2016|06/12/2016|39|39|74|3460|11|39|4152310000000039|415231|39||3460|VD|AAMM|74|3460|44|40078826|8933|89330000|||74|4644|1200|1|20|0|0|0|0|4866|05/12/2016|131716|200|MXP|200|MXP|0|0|05/12/2016||05/12/2016|131716|8933|74|N|N|OBBV|313025|54|CAJE|N|||20|P|D|N|MX|||89330000|05/12/2016 13:17|1||0|5||||||5|10.61|0|04/03/2016|1|||||0|0|99|1|0|06/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/01/2017|10/01/2017|89|89|74|4463|27|89|5546290000000089|554629|89|TDC|5312|UM|AAMM|74|5312|73|64826585|5463|54630000|||74|4607|1200|30|30|0|0|0|0|3248|09/01/2017|152415|0|MXP|0|MXP|0|0|09/01/2017||09/01/2017|152415|5463|74|N|N|OBBV|3248|0|CAJE|N|||30|P|D|P|MX|||54630000|09/01/2017 15:24|3||0|5||||||5|63840.54|75000|15/01/2015|1|||||0|0|99|1|0|10/01/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||0|00B7|484|484|09/01/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||95013912|5312|4463|||SI
01/02/2017|08/02/2017|7|7|74|332|14|7|4772910000000007|477291|7|TDC|332|AC|AAMM|74|332|73|14529858||2115624|2680002|5912|C001||1100|0|30|0|252934|0|0|219380918|05/02/2017|220034|222.83|MXP|222.83|MXP|0|0|07/02/2017|0|05/02/2017|0|2|GLOB|N|N|OBBV|455743|651|TPV|N|||30|P|A|P|MX||12|FARM GUADALAJARA           A8|05/02/2017 22:00|3||0|5||4|0|||8|7937.88|35100|06/01/2012|3|78216|MX|SL||0|0|110|57|0|08/02/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||4|N|||17B05W||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|23|484|484|05/02/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||65985067|332|332|||SI
01/02/2017|08/02/2017|45|45|74|5027|29|45|4152310000000045|415231|45||5027|VD|AAMM|74|5027|44|4339392||4702635|550001|5422|C001||1200|0|20|0|65744|0|0|500010004|07/02/2017|83048|49|MXP|49|MXP|0|0|07/02/2017|0|07/02/2017|0|1|GLOB|N|N|OBBV|274846|48|TPV|N|||20|P|D|N|MX||12|SUPER FASTI RIO T          A8|07/02/2017 08:30|1||0|5||7|0|||8|11020.26|0|20/10/2016|1|91069|MX|VE||0|0|110||0|08/02/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||17|N|||17B07I||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|96|484|484|07/02/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||A9510837|5027|5027|||SI
01/03/2017|10/03/2017|74|74|74|715|27|74|4152310000000074|415231|74||5685|VD|AAMM|74|5685|44|50546099|B308|458320000|||74|5011|1200|1|20|0|0|0|0|3352|09/03/2017|101405|500|MXP|500|MXP|0|0|09/03/2017||09/03/2017|101405|B308|74|N|N|OBBV|752538|2027|CAJE|N|||20|P|D|N|MX|||458320000|09/03/2017 10:14|1||0|5||||||5|115099.42|0|11/04/2016|1|||||0|0|99|1|0|10/03/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|00A6|484|484|09/03/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||6010373|5685|715|||SI
01/01/2017|05/01/2017|22|22|74|5022|28|22|4152310000000022|415231|22||5022|VD|AAMM|74|5022|44|44327035|6020|60200000|||74|5022|1200|1|20|0|0|0|0|6487|04/01/2017|100432|3600|MXP|3600|MXP|0|0|04/01/2017||04/01/2017|100432|6020|74|N|N|OBBV|16762|485|CAJE|N|||20|P|D|N|MX|||60200000|04/01/2017 10:04|1||0|5||||||5|3091.23|0|20/01/2014|1|||||0|0|99|1|0|05/01/2017|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/01/2017|10/01/2017|29|29|74|3820|29|29|4772910000000029|477291|29|TDC|3767|AC|AAMM|74|3767|74|91405749||1111111|||VISA||1420|0|30|0|226846|0|0|23210787|10/01/2017|171203|238.05|MXP|238.05|MXP|0|0|10/01/2017|23210787|10/01/2017|171203||GLOB|N|N|OBBV|42127|260|TPV|N|||30|P|A|P|NL||498750|C|10/01/2017 18:51|3||0|1||0|0||||49302.45|71700|07/04/2015|1||NL|||0|1|0||1|10/01/2017|DUPLA|Compra|1|0|0|61000000|01/01/0001||0|0|0|0||||||||17A10R||||||||||||||||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||93184954|3767|3820|||SI
01/12/2016|14/12/2016|59|59|74|83|29|59|4772130000000059|477213|59|TDC|83|AV|AAMM|74|83|73|59650280||6660617|1|5399|C001||1100|0|30|0|252292|0|0|13052481|14/12/2016|30919|83.72|MXP|83.72|MXP|0|0|13/12/2016|0|14/12/2016|0|1|GLOB|N|N|OBBV|180280|361|TPV|N|||30|P|A|P|MX||12|PAYPAL MEXICO CR           C1|13/12/2016 20:09|3||0|1||2|0|||1|40457.32|39300|17/10/2014|1|6500|MX|DF||0|1|0|57|0|14/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|27/12/2016|18|18|74|5899|28|18|4152310000000018|415231|18||5899|VD|AAMM|74|5899|44|16973948|E570|587360000|||74|598|1300|10|20|98|0|0|0|9169|26/12/2016|83500|5000|MXP|5000|MXP|0|0|26/12/2016||26/12/2016|83500|E570|74|N|N|OBBV|870171|0|KIOS|N|||20|P|D|N||||587360000|26/12/2016 08:35|1||0|1|||||||7061.17|28760507.19|17/09/2014|1||||K|0|1|99|4|0|27/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/12/2016|02/01/2017||38|||||38|0|38|||SM|AAMM|||||6588|65880000|||74|133|1300|1|20|0|0|0|0|2725|30/12/2016|203728|100||0|MXP|0|0|30/12/2016||30/12/2016|203728|6588|74|N|N|OBBV|30068|0|KIOS|||||P|D||||||30/12/2016 20:37|3||0|1|||||||0|0|01/01/0001|||||K|0|1|99|4|0|02/01/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||901|2|||||0001-01-01|0001-01-01|0001-01-01|||||||
01/01/2017|18/01/2017||68|74|4791|11|68|4152310000000068|415231|68||4791|VD|AAMM|74|31|44|28200305|4546|45460000|||74|31|1200|1|20|0|0|0|0|2714|17/01/2017|134604|1700|MXP|1700|MXP|0|0|17/01/2017||17/01/2017|134604|4546|74|N|N|OBBV|380537|26|CAJE|N||C|20|P|D|N|MX|||45460000|17/01/2017 13:46|2||0|5||||||5|62.42|0|12/01/2017|1|||||0|0|99|1|0|18/01/2017||Retiro cajero||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|2|484|484|17/01/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||J1808294|31|4791|||SI
01/02/2017|08/02/2017|36|36|74|406|29|36|4152310000000036|415231|36||406|VD|AAMM|74|1040|44|19551853||1014327|219572|5399|RBLP||1200|0|20|0|826085|0|0|680991582|05/02/2017|135934|20|MXP|20|MXP|0|0|07/02/2017|0|05/02/2017|0|72|GLOB|N|N|OBBV|769774|3|TPV|N|||20|P|D|N|MX||7|BLM                        A5|05/02/2017 13:59|1||0|5||4|0|||5|81.81|0|08/12/2016|1|5109|MX|0||0|0|110||0|08/02/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||4||||17B05N||0|0|0|0|0|0|0|2|||||||||0||0|0|0||0|||0||0|19|484|484|05/02/2017|0|22|51|5|1|0|||0001-01-01|0001-01-01|0001-01-01||A8094588|1040|406|||SI
01/12/2016|03/01/2017|17|17|74|305|29|17|4152310000000017|415231|17|||VD|AAMM|74|305|44|15758817|B488|462160000|||74|889|1200|30|20|31|0|1|23|818|31/12/2016|110523|0||0|MXP|0|0|02/01/2017||31/12/2016|110523|B488|74|N|N|||0|CAJE|N||||P|D||MX|||462160000|31/12/2016 11:05|1||0|5||||||5|0|0|01/01/0001||||||0|1|0|1|0|03/01/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||2720798|305|305|||SI
01/12/2016|20/12/2016|88|88|74|4689|28|88|4152310000000088|415231|88||4689|VD|AAMM|74|4689|44|99095418|3577|35770000|||74|4689|1200|1|20|0|0|0|0|7282|19/12/2016|200002|3000|MXP|3000|MXP|0|0|19/12/2016||19/12/2016|200002|3577|74|N|N|OBBV|517828|372|CAJE|N|||20|P|D|N|MX|||35770000|19/12/2016 20:00|1||0|5||||||5|33674.87|0|01/07/2014|1|||||0|0|99|1|0|20/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
01/02/2017|17/02/2017||67|74|88|1|67|4152310000000067|415231|67||88|VD|AAMM|74|88|66|91453494||9269010|7887662|5812|B044||1200|0|20|0|456468|0|0|41219591|16/02/2017|194017|123.75|MXP|123.75|MXP|0|0|16/02/2017|0|16/02/2017|0|7662|GLOB|N|N|OBBV|913739|5|TPV|N|||20|P|D|N|MX||10034567901|EL ORUJO                   A8|16/02/2017 19:40|1||0|5||3|0|||8|3441.3|0|11/01/2017|1|6170|MX|0||0|0|110||0|17/02/2017|PRESENTE|Compra||0|0|0|01/01/0001||0|0|0|0||||3||||17B16T||0|0|0|0|0|1|0|2|||||||||0||0|0|0||0|||0||0|000B|484|484|16/02/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||18404812|88|88|||SI
01/02/2017|10/02/2017|90|90|74|6601|15|90|4152310000000090|415231|90||6601|VD|AAMM|74|679|44|435354|5688|56880000|||74|613|1200|30|20|0|0|0|0|1221|09/02/2017|193706|0|MXP|0|MXP|0|0|09/02/2017||09/02/2017|193706|5688|74|N|N|OBBV|1221|0|CAJE|N|||20|P|D|N|MX|||56880000|09/02/2017 19:37|1||0|5||||||5|1250|0|11/10/2016|1||||K|0|0|99|4|0|10/02/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||0|000E|484|484|09/02/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||J4378396|679|6601|||SI
01/04/2017|18/04/2017|8|8|74|845|15|8|4152310000000008|415231|8||5202|VD|AAMM|74|5202|56|40546405|9675|96750000|||74|6062|1200|1|20|0|0|0|0|9372|15/04/2017|140627|2000|MXP|2000|MXP|0|0|17/04/2017||15/04/2017|140627|9675|74|N|N|OBBV|351511|46|CAJE|N|||20|P|D|N|MX|||96750000|15/04/2017 14:06|1||0|5||||||5|2009.24|0|29/12/2016|1|||||0|0|99|1|0|18/04/2017||DIS TJ DB CAJERO ONLINE(FINAN)||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0|0|||0||0|0|0||0|||0||0|42|484|484|15/04/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||A6395462|5202|845|||SI
01/04/2017|22/04/2017||10|74|3500|1|10|4152310000000010|415231|10||3500|VD|AAMM|74|3500|66|79372507||4987500||4121|VISA||1200|0|20|0|547648|0|0|120211320|21/04/2017|150845|605|MXP|605|MXP|0|0|21/04/2017|0|21/04/2017|0||GLOB|N|N|OBBV|735958|138|TPV|N|||20|P|D|N|NL||498750|UBER MX APR21 K2Y          C1|21/04/2017 15:07|1||0|1|0|9|7|||1|18894.74|0|08/09/2014|1|0|NL|||0|1|0||1|22/04/2017|ECOM|COMPRA DEBITO ONLINE(FINAN)||0|0|61000000|01/01/0001||0|0|0|0||||9||||17D21P||1|0|2|5|0|0|0|0|||||||||70||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||17356777|3500|3500|||SI
01/04/2017|18/04/2017|60|60|74|5075|11|60|4152310000000060|415231|60||5075|VD|AAMM|74|5075|44|90811981||6762124|16830006|5411|C001||1200|9|20|0|977048|0|0|300218064|13/04/2017|142712|1405|MXP|1405|MXP|1140|0|17/04/2017|0|13/04/2017|0|6|GLOB|N|N|OBBV|742722|30|TPV|N|||20|P|D|N|MX||12|SUPERCENTER VICEN          A8|13/04/2017 14:27|1||0|5||4|0|||8|1407.77|0|07/09/2016|1|56600|MX|EM||0|0|110||0|18/04/2017|PRESENTE|CASH-BACK DEBITO||0|0|0|01/01/0001||0|0|0|0||||4|N|||||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|32|484|484|13/04/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||78543798|5075|5075|||SI
01/04/2017|26/04/2017|44|44|||||5358750000000044|535875|44|TCD||V1|AAMM|74|2163|72|30129739|D634|548360000|||74|497|1300|19|0|0|0|0|0|3331|25/04/2017|151320|950||950|MXP|0|0|25/04/2017||25/04/2017|151320|D634|74|N|N|OBBV|503789|0|KIOS|N||||P|D|||||548360000|25/04/2017 15:13|1||0|1|||||||-950|0|01/01/0001|||||K|0|1|0|4|0|26/04/2017||PAGO TDC EFECTIVO PRACTICAJA||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01|||||||
01/01/2017|01/02/2017|43|43|74|5455|15|43|4152310000000043|415231|43||5455|VD|AAMM|74|5455|56|40902759|A557|423270000|||74|6062|1200|90|20|0|0|0|0|6044|31/01/2017|151643|0|MXP|0|MXP|0|0|31/01/2017|6042|01/01/0001|0|A557|74|N|N|OBBV||0|CAJE|N|||20|P|D|N|MX|||423270000|31/01/2017 15:17|1||0|5|||||||0|0|17/01/2017|1|||||0|0|99|1|0|01/02/2017||Cambio - PIN||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||0|4|484|484|31/01/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||K3511051|5455|5455|||SI
01/04/2017|07/04/2017|87|87|74|438|15|87|4152310000000087|415231|87||438|VD|AAMM|74|404|44|44383758||6435309|0050KTD1|5499|C001||1200|9|20|0|614996|0|0|80493250|06/04/2017|114835|72|MXP|72|MXP|60|0|06/04/2017|0|06/04/2017|0|KTD1|GLOB|N|N|OBBV|637185|1|TPV|N||T|20|P|D|N|MX||12|OXXO CATEDRAL              A8|06/04/2017 11:50|1||0|5||4|0|||8|84.6|0|28/02/2017|1|44100|MX|JA||0|0|110||0|07/04/2017|PRESENTE|CASH-BACK DEBITO||0|0|0|01/01/0001||0|0|0|0||||4|N|||||0|0|0|0|0|0|0|0|||||||||0||0|0|0||0|||0||0|001E|484|484|06/04/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||K3793517|404|438|||SI
01/04/2017|12/04/2017|23|23|74|4069|29|23|4152310000000023|415231|23||4069|VD|AAMM|74|4069|44|6388656||7503774|P0269455|5814|P003||1200|0|20|0|195315|0|0|287|11/04/2017|141726|99|MXP|99|MXP|0|0|11/04/2017|0|11/04/2017|0|9455|GLOB|N|N|OBBV|422224|1702|TPV|N|||20|P|D|N|MX||10034567901|BURGER KING FC             A5|11/04/2017 14:17|1||0|5||3|0|||5|39284|0|03/10/2012|1|96536|MX|30||0|0|110||0|12/04/2017|PRESENTE|COMPRA DEBITO ONLINE(FINAN)||0|0|0|01/01/0001||0|0|0|0||||3||||17D11O||0|0|0|0|0|0|0|2|||||||||0||0|0|0||0|||0||0|0AA4|484|484|11/04/2017|0|22|51|5|1||||0001-01-01|0001-01-01|0001-01-01||34226664|4069|4069|||SI
01/02/2017|14/02/2017|41|41|74|3612|11|41|4152310000000041|415231|41||3534|VD|AAMM|74|3656|44|86083732|D363|541150000|||74|71|1200|30|20|0|0|0|0|3047|13/02/2017|104502|0|MXP|0|MXP|0|0|13/02/2017||13/02/2017|104502|D363|74|N|N|OBBV|3047|0|CAJE|N|||20|P|D|N|MX|||541150000|13/02/2017 10:45|2||0|5||||||5|4431.97|0|23/08/2016|1||||K|0|0|99|4|0|14/02/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||0|00B3|484|484|13/02/2017|1|14|51|5|1||||0001-01-01|0001-01-01|0001-01-01||25711637|3656|3612|||SI
01/03/2017|01/04/2017|30|30|||||4152310000000030|415231|30|||VD|AAMM|74|5187|44|29341988|3292|32920000|||74|6062|1200|30|20|85|0|0|0|4751|31/03/2017|74519|0||0|MXP|0|0|31/03/2017||31/03/2017|74519|3292|74|N|N|OBBV||0|CAJE|||||P|D|||||32920000|31/03/2017 07:45|1||9|0||||||5|0|0|01/01/0001||||||0|0|99|1|0|01/04/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||901|5|||||0001-01-01|0001-01-01|0001-01-01|||||||
01/01/2017|17/01/2017|80|80|||||4152310000000080|415231|80||||AAMM|||||3598|35980000|||74|4685|1200|30|0|99|0|0|0|4138|14/01/2017|194817|0||0|MXP|0|0|16/01/2017||14/01/2017|194817|3598|74|N|N|OBBV||0|CAJE|||||||||||E|14/01/2017 19:48|1||0|5||||||5|0|0|01/01/0001||||||0|0|0|1|0|17/01/2017||Consulta-Saldo||0|0|0|01/01/0001||0|0|0|0||||||||||||||||||||||0||||0||0|0|0||0|||0||||||0001-01-01|||||||||0001-01-01|0001-01-01|0001-01-01||J0161600|371|80|||SI
01/12/2016|02/12/2016|||74|1277|1|100|4772910000000100|477291|100|TDC|1277|AC|AAMM|74|1277|73|10764798||4129839|GARANTIACRE|6300|C001||1100|0|30|0|985240|7|72|111102201|01/12/2016|92604|50|MXP|50|MXP|0|0|01/12/2016|0|01/12/2016|0|1|GLOB|N|N|OBBV||0|TPV|N|||30|P|A|P|MX||12|SEGBBVA BANCOMER           C1|01/12/2016 09:26|3||0|1||2|0|||1|20748.13|17700|01/01/0001|4|11000|MX|DF||0|1|0|9|0|02/12/2016|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
